Date,Open,High,Low,Close,Adj Close,Volume
2023-12-01,34.119998931884766,34.439998626708984,34.119998931884766,34.36000061035156,34.36000061035156,1023600
2023-12-04,35.0,35.439998626708984,34.9900016784668,35.41999816894531,35.41999816894531,3379200
2023-12-05,35.849998474121094,36.060001373291016,35.7599983215332,35.86000061035156,35.86000061035156,2224600
2023-12-06,35.65999984741211,36.0,35.599998474121094,35.849998474121094,35.849998474121094,6400100
2023-12-07,35.79999923706055,35.83000183105469,35.529998779296875,35.58000183105469,35.58000183105469,4664200
2023-12-08,35.91999816894531,36.20000076293945,35.91999816894531,36.0,36.0,1831700
2023-12-11,35.959999084472656,36.220001220703125,35.93000030517578,36.130001068115234,36.130001068115234,2017500
2023-12-12,36.470001220703125,36.5,36.150001525878906,36.220001220703125,36.220001220703125,1553700
2023-12-13,36.13999938964844,36.349998474121094,35.970001220703125,36.20000076293945,36.20000076293945,1903000
2023-12-14,35.689998626708984,35.720001220703125,35.400001525878906,35.400001525878906,35.400001525878906,2015800
2023-12-15,35.02000045776367,35.380001068115234,34.650001525878906,34.72999954223633,34.72999954223633,4135900
2023-12-18,35.41999816894531,35.43000030517578,35.099998474121094,35.15999984741211,35.15999984741211,2808100
2023-12-19,35.29999923706055,35.52000045776367,35.25,35.470001220703125,35.470001220703125,1754500
2023-12-20,35.43000030517578,35.47999954223633,35.0,35.0099983215332,35.0099983215332,1173000
2023-12-21,35.5,35.709999084472656,35.4900016784668,35.650001525878906,35.650001525878906,1139100
2023-12-22,35.689998626708984,35.81999969482422,35.47999954223633,35.540000915527344,35.540000915527344,1092600
2023-12-26,35.54999923706055,35.77000045776367,35.540000915527344,35.619998931884766,35.619998931884766,1003700
2023-12-27,35.970001220703125,36.15999984741211,35.849998474121094,35.9900016784668,35.9900016784668,1275000
2023-12-28,36.29999923706055,36.4900016784668,35.77000045776367,35.810001373291016,35.810001373291016,1556900
2023-12-29,36.16999816894531,36.380001068115234,36.11000061035156,36.22999954223633,36.22999954223633,805900
2024-01-02,36.08000183105469,36.5,35.369998931884766,36.349998474121094,36.349998474121094,1545900
2024-01-03,36.86000061035156,37.2400016784668,36.779998779296875,37.220001220703125,37.220001220703125,1679700
2024-01-04,37.0099983215332,37.4900016784668,37.0099983215332,37.459999084472656,37.459999084472656,2025700
2024-01-05,36.93000030517578,37.15999984741211,36.7599983215332,37.029998779296875,37.029998779296875,2105800
2024-01-08,36.939998626708984,37.33000183105469,36.900001525878906,37.29999923706055,37.29999923706055,1406200
2024-01-09,37.15999984741211,37.2400016784668,36.900001525878906,36.939998626708984,36.939998626708984,1377900
2024-01-10,37.27000045776367,37.369998931884766,37.09000015258789,37.150001525878906,37.150001525878906,966200
2024-01-11,36.9900016784668,37.04999923706055,36.560001373291016,36.709999084472656,36.709999084472656,1775500
2024-01-12,37.11000061035156,37.279998779296875,36.91999816894531,36.970001220703125,36.970001220703125,1374800
2024-01-16,36.400001525878906,36.970001220703125,36.20000076293945,36.29999923706055,36.29999923706055,1784600
2024-01-17,35.7599983215332,35.790000915527344,35.459999084472656,35.599998474121094,35.599998474121094,1792800
2024-01-18,35.459999084472656,35.47999954223633,35.290000915527344,35.43000030517578,35.43000030517578,1321700
2024-01-19,35.290000915527344,35.34000015258789,35.02000045776367,35.34000015258789,35.34000015258789,1843600
